id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
bourgogne,france,,Bourgogne,"{'pbf': 'https://download.geofabrik.de/europe/france/bourgogne-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/bourgogne-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/bourgogne-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/bourgogne-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/bourgogne-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/bourgogne/', 'updates': 'https://download.geofabrik.de/europe/france/bourgogne-updates'}",,
brandenburg,germany,,Brandenburg (mit Berlin),"{'pbf': 'https://download.geofabrik.de/europe/germany/brandenburg-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/brandenburg-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/brandenburg-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/brandenburg-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/brandenburg-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/brandenburg/', 'updates': 'https://download.geofabrik.de/europe/germany/brandenburg-updates'}",,
brazil,south-america,['BR'],Brazil,"{'pbf': 'https://download.geofabrik.de/south-america/brazil-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/brazil-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/brazil-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/brazil-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/brazil/', 'updates': 'https://download.geofabrik.de/south-america/brazil-updates'}",,BR
bremen,germany,,Bremen,"{'pbf': 'https://download.geofabrik.de/europe/germany/bremen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bremen-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bremen-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bremen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bremen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bremen/', 'updates': 'https://download.geofabrik.de/europe/germany/bremen-updates'}",,
bretagne,france,,Bretagne,"{'pbf': 'https://download.geofabrik.de/europe/france/bretagne-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/bretagne-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/bretagne-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/bretagne-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/bretagne-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/bretagne/', 'updates': 'https://download.geofabrik.de/europe/france/bretagne-updates'}",,
bristol,england,,Bristol,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/bristol-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/bristol-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/bristol-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/bristol-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/bristol-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/bristol/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/bristol-updates'}",,
britain-and-ireland,europe,,Britain and Ireland,"{'pbf': 'https://download.geofabrik.de/europe/britain-and-ireland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/britain-and-ireland-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/britain-and-ireland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/britain-and-ireland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/britain-and-ireland/', 'updates': 'https://download.geofabrik.de/europe/britain-and-ireland-updates'}",,
british-columbia,canada,,British Columbia,"{'pbf': 'https://download.geofabrik.de/north-america/canada/british-columbia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/british-columbia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/british-columbia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/british-columbia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/british-columbia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/british-columbia/', 'updates': 'https://download.geofabrik.de/north-america/canada/british-columbia-updates'}",['CA-BC'],CA-BC
buckinghamshire,england,,Buckinghamshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/buckinghamshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/buckinghamshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/buckinghamshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/buckinghamshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/buckinghamshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/buckinghamshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/buckinghamshire-updates'}",,
bulgaria,europe,['BG'],Bulgaria,"{'pbf': 'https://download.geofabrik.de/europe/bulgaria-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/bulgaria-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/bulgaria-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/bulgaria-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/bulgaria-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/bulgaria/', 'updates': 'https://download.geofabrik.de/europe/bulgaria-updates'}",,BG
burkina-faso,africa,['BF'],Burkina Faso,"{'pbf': 'https://download.geofabrik.de/africa/burkina-faso-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/burkina-faso-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/burkina-faso-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/burkina-faso-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/burkina-faso-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/burkina-faso/', 'updates': 'https://download.geofabrik.de/africa/burkina-faso-updates'}",,BF
burundi,africa,['BI'],Burundi,"{'pbf': 'https://download.geofabrik.de/africa/burundi-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/burundi-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/burundi-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/burundi-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/burundi-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/burundi/', 'updates': 'https://download.geofabrik.de/africa/burundi-updates'}",,BI
cambodia,asia,['KH'],Cambodia,"{'pbf': 'https://download.geofabrik.de/asia/cambodia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/cambodia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/cambodia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/cambodia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/cambodia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/cambodia/', 'updates': 'https://download.geofabrik.de/asia/cambodia-updates'}",,KH
cambridgeshire,england,,Cambridgeshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/cambridgeshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/cambridgeshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/cambridgeshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cambridgeshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cambridgeshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/cambridgeshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/cambridgeshire-updates'}",,
cameroon,africa,['CM'],Cameroon,"{'pbf': 'https://download.geofabrik.de/africa/cameroon-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/cameroon-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/cameroon-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/cameroon-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/cameroon-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/cameroon/', 'updates': 'https://download.geofabrik.de/africa/cameroon-updates'}",,CM
canada,north-america,['CA'],Canada,"{'pbf': 'https://download.geofabrik.de/north-america/canada-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/', 'updates': 'https://download.geofabrik.de/north-america/canada-updates'}",,CA
canary-islands,africa,,Canary Islands,"{'pbf': 'https://download.geofabrik.de/africa/canary-islands-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/canary-islands-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/canary-islands-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/canary-islands-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/canary-islands-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/canary-islands/', 'updates': 'https://download.geofabrik.de/africa/canary-islands-updates'}",,
cantabria,spain,,Cantabria,"{'pbf': 'https://download.geofabrik.de/europe/spain/cantabria-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/cantabria-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/cantabria-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/cantabria-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/cantabria-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/cantabria/', 'updates': 'https://download.geofabrik.de/europe/spain/cantabria-updates'}",,
cape-verde,africa,['CV'],Cape Verde,"{'pbf': 'https://download.geofabrik.de/africa/cape-verde-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/cape-verde-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/cape-verde-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/cape-verde-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/cape-verde-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/cape-verde/', 'updates': 'https://download.geofabrik.de/africa/cape-verde-updates'}",,CV
castilla-la-mancha,spain,,Castilla-La Mancha,"{'pbf': 'https://download.geofabrik.de/europe/spain/castilla-la-mancha-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/castilla-la-mancha-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/castilla-la-mancha-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/castilla-la-mancha-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/castilla-la-mancha-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/castilla-la-mancha/', 'updates': 'https://download.geofabrik.de/europe/spain/castilla-la-mancha-updates'}",,
castilla-y-leon,spain,,Castilla y León,"{'pbf': 'https://download.geofabrik.de/europe/spain/castilla-y-leon-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/castilla-y-leon-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/castilla-y-leon-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/castilla-y-leon-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/castilla-y-leon-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/castilla-y-leon/', 'updates': 'https://download.geofabrik.de/europe/spain/castilla-y-leon-updates'}",,
cataluna,spain,,Cataluña,"{'pbf': 'https://download.geofabrik.de/europe/spain/cataluna-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/cataluna-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/cataluna-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/cataluna-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/cataluna-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/cataluna/', 'updates': 'https://download.geofabrik.de/europe/spain/cataluna-updates'}",,
central-african-republic,africa,['CF'],Central African Republic,"{'pbf': 'https://download.geofabrik.de/africa/central-african-republic-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/central-african-republic-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/central-african-republic-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/central-african-republic-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/central-african-republic-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/central-african-republic/', 'updates': 'https://download.geofabrik.de/africa/central-african-republic-updates'}",,CF
central-america,,,Central America,"{'pbf': 'https://download.geofabrik.de/central-america-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/', 'updates': 'https://download.geofabrik.de/central-america-updates'}",,
central-fed-district,russia,,Central Federal District,"{'pbf': 'https://download.geofabrik.de/russia/central-fed-district-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/russia/central-fed-district-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/russia/central-fed-district-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/russia/central-fed-district-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/russia/central-fed-district-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/russia/central-fed-district/', 'updates': 'https://download.geofabrik.de/russia/central-fed-district-updates'}",,
central-zone,india,,Central Zone,"{'pbf': 'https://download.geofabrik.de/asia/india/central-zone-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/india/central-zone-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/india/central-zone-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/india/central-zone-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/india/central-zone-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/india/central-zone/', 'updates': 'https://download.geofabrik.de/asia/india/central-zone-updates'}",,
centre,france,,Centre,"{'pbf': 'https://download.geofabrik.de/europe/france/centre-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/centre-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/centre-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/centre-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/centre-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/centre/', 'updates': 'https://download.geofabrik.de/europe/france/centre-updates'}",,
centro,italy,,Centro,"{'pbf': 'https://download.geofabrik.de/europe/italy/centro-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/italy/centro-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/italy/centro-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/italy/centro-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/italy/centro-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/italy/centro/', 'updates': 'https://download.geofabrik.de/europe/italy/centro-updates'}",,
centro-oeste,brazil,,centro-oeste,"{'pbf': 'https://download.geofabrik.de/south-america/brazil/centro-oeste-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/brazil/centro-oeste-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/south-america/brazil/centro-oeste-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/brazil/centro-oeste-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/brazil/centro-oeste-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/brazil/centro-oeste/', 'updates': 'https://download.geofabrik.de/south-america/brazil/centro-oeste-updates'}",,
ceuta,spain,,Ceuta,"{'pbf': 'https://download.geofabrik.de/europe/spain/ceuta-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/ceuta-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/ceuta-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/ceuta-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/ceuta-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/ceuta/', 'updates': 'https://download.geofabrik.de/europe/spain/ceuta-updates'}",,
chad,africa,['TD'],Chad,"{'pbf': 'https://download.geofabrik.de/africa/chad-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/chad-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/chad-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/chad-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/chad-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/chad/', 'updates': 'https://download.geofabrik.de/africa/chad-updates'}",,TD
champagne-ardenne,france,,Champagne Ardenne,"{'pbf': 'https://download.geofabrik.de/europe/france/champagne-ardenne-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/champagne-ardenne-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/champagne-ardenne-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/champagne-ardenne-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/champagne-ardenne-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/champagne-ardenne/', 'updates': 'https://download.geofabrik.de/europe/france/champagne-ardenne-updates'}",,
cheshire,england,,Cheshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/cheshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/cheshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/cheshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cheshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cheshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/cheshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/cheshire-updates'}",,
